data;1THB;1USD;1AUD;1HKD;1CAD;1NZD;1SGD;1EUR;100HUF;1CHF;1GBP;1UAH;100JPY;1CZK;1DKK;100ISK;1NOK;1SEK;1HRK;1RON;1BGN;1TRY;1ILS;100CLP;1PHP;1MXN;1ZAR;1BRL;1MYR;1RUB;10000IDR;100INR;100KRW;1CNY;1XDR;nr tabeli;pelny numer tabeli
20190411;0.1194;3.7964;2.7170;0.4840;2.8440;2.5661;2.8053;4.2821;1.3320;3.7913;4.9656;0.1415;3.4167;0.1673;0.5736;3.1672;0.4467;0.4100;0.5762;0.8997;2.1894;0.6613;1.0599;0.5732;0.0732;0.2014;0.2725;0.9924;0.9231;0.0590;2.6858;5.5075;0.3330;0.5651;5.2744;72;072/A/NBP/2019;
20190412;0.1192;3.7899;2.7128;0.4832;2.8415;2.5558;2.7980;4.2847;1.3294;3.7846;4.9514;0.1417;3.3858;0.1672;0.5740;3.1692;0.4456;0.4091;0.5762;0.9005;2.1908;0.6540;1.0608;0.5709;0.0733;0.2016;0.2717;0.9826;0.9207;0.0589;2.6893;5.4806;0.3338;0.5649;5.2869;73;073/A/NBP/2019;
20190415;0.1189;3.7789;2.7089;0.4820;2.8336;2.5563;2.7946;4.2770;1.3337;3.7698;4.9497;0.1411;3.3752;0.1669;0.5731;3.1635;0.4449;0.4086;0.5751;0.8981;2.1868;0.6531;1.0598;0.5716;0.0731;0.2015;0.2712;0.9735;0.9196;0.0588;2.6877;5.4561;0.3336;0.5635;5.2524;74;074/A/NBP/2019;
20190416;0.1188;3.7802;2.7026;0.4820;2.8241;2.5532;2.7916;4.2737;1.3364;3.7612;4.9476;0.1415;3.3768;0.1666;0.5726;3.1517;0.4451;0.4083;0.5750;0.8980;2.1851;0.6519;1.0629;0.5720;0.0731;0.2002;0.2695;0.9763;0.9152;0.0588;2.6838;5.4262;0.3329;0.5634;5.2529;75;075/A/NBP/2019;
20190417;0.1189;3.7778;2.7201;0.4815;2.8359;2.5455;2.7932;4.2750;1.3393;3.7495;4.9265;0.1415;3.3736;0.1665;0.5727;3.1527;0.4460;0.4095;0.5748;0.8981;2.1858;0.6566;1.0561;0.5708;0.0731;0.2006;0.2707;0.9674;0.9133;0.0591;2.6822;5.4466;0.3334;0.5649;5.2562;76;076/A/NBP/2019;
20190418;0.1194;3.8002;2.7223;0.4844;2.8429;2.5485;2.8046;4.2790;1.3361;3.7586;4.9483;0.1417;3.3968;0.1666;0.5732;3.1556;0.4448;0.4081;0.5754;0.8984;2.1879;0.6510;1.0614;0.5740;0.0734;0.2012;0.2698;0.9649;0.9163;0.0593;2.7060;5.4614;0.3340;0.5667;5.2647;77;077/A/NBP/2019;
20190419;0.1196;3.8051;2.7229;0.4851;2.8461;2.5468;2.8085;4.2802;1.3376;3.7557;4.9479;0.1419;3.4008;0.1666;0.5733;3.1565;0.4476;0.4095;0.5763;0.8993;2.1884;0.6557;1.0591;0.5747;0.0736;0.2026;0.2706;0.9689;0.9209;0.0595;2.7102;5.4846;0.3348;0.5677;5.2795;78;078/A/NBP/2019;
20190423;0.1193;3.8118;2.7122;0.4859;2.8519;2.5400;2.8091;4.2886;1.3369;3.7427;4.9522;0.1428;3.4077;0.1667;0.5744;3.1627;0.4474;0.4083;0.5777;0.9012;2.1927;0.6535;1.0607;0.5737;0.0732;0.2018;0.2683;0.9686;0.9234;0.0598;2.7082;5.4653;0.3336;0.5674;5.2883;79;079/A/NBP/2019;
20190424;0.1196;3.8229;2.6938;0.4876;2.8435;2.5342;2.8144;4.2895;1.3355;3.7570;4.9452;0.1439;3.4189;0.1666;0.5745;3.1587;0.4464;0.4087;0.5778;0.9022;2.1932;0.6527;1.0584;0.5725;0.0733;0.2017;0.2668;0.9755;0.9257;0.0597;2.7127;5.4730;0.3325;0.5693;5.2916;80;080/A/NBP/2019;
20190425;0.1201;3.8537;2.7039;0.4913;2.8539;2.5423;2.8255;4.2959;1.3337;3.7781;4.9669;0.1448;3.4421;0.1668;0.5754;3.1588;0.4446;0.4039;0.5793;0.9027;2.1965;0.6523;1.0625;0.5727;0.0738;0.2019;0.2658;0.9655;0.9324;0.0596;2.7166;5.4931;0.3312;0.5718;5.3077;81;081/A/NBP/2019;
20190426;0.1204;3.8508;2.7091;0.4909;2.8548;2.5619;2.8263;4.2906;1.3318;3.7734;4.9709;0.1455;3.4461;0.1669;0.5747;3.1549;0.4446;0.4054;0.5786;0.9017;2.1938;0.6495;1.0615;0.5707;0.0739;0.2023;0.2676;0.9738;0.9320;0.0595;2.7141;5.5018;0.3319;0.5725;5.3257;82;082/A/NBP/2019;
20190429;0.1205;3.8468;2.7120;0.4904;2.8560;2.5646;2.8269;4.2950;1.3313;3.7747;4.9794;0.1457;3.4410;0.1672;0.5753;3.1535;0.4435;0.4049;0.5790;0.9034;2.1960;0.6468;1.0635;0.5698;0.0738;0.2033;0.2687;0.9791;0.9308;0.0595;2.7090;5.5103;0.3316;0.5715;5.3300;83;083/A/NBP/2019;
