data;1THB;1USD;1AUD;1HKD;1CAD;1NZD;1SGD;1EUR;100HUF;1CHF;1GBP;1UAH;100JPY;1CZK;1DKK;100ISK;1NOK;1SEK;1HRK;1RON;1BGN;1TRY;1ILS;100CLP;1PHP;1MXN;1ZAR;1BRL;1MYR;1RUB;10000IDR;100INR;100KRW;1CNY;1XDR;nr tabeli;pelny numer tabeli
20191122;0.1287;3.8853;2.6388;0.4966;2.9240;2.4933;2.8509;4.2975;1.2852;3.9102;5.0017;0.1608;3.5796;0.1684;0.5751;3.1530;0.4246;0.4037;0.5778;0.9003;2.1973;0.6819;1.1224;0.4883;0.0765;0.2004;0.2656;0.9266;0.9312;0.0610;2.7584;5.4138;0.3300;0.5518;5.3346;226;226/A/NBP/2019;
20191125;0.1291;3.9036;2.6499;0.4987;2.9364;2.5049;2.8601;4.2990;1.2832;3.9130;5.0281;0.1623;3.5858;0.1686;0.5754;3.1587;0.4258;0.4061;0.5783;0.9003;2.1981;0.6811;1.1287;0.4880;0.0768;0.2016;0.2655;0.9302;0.9342;0.0612;2.7734;5.4435;0.3317;0.5548;5.3464;227;227/A/NBP/2019;
20191126;0.1293;3.9039;2.6467;0.4989;2.9320;2.5056;2.8570;4.2999;1.2779;3.9131;5.0224;0.1627;3.5830;0.1685;0.5755;3.1757;0.4264;0.4065;0.5784;0.9002;2.1985;0.6782;1.1239;0.4929;0.0767;0.2011;0.2640;0.9236;0.9333;0.0610;2.7716;5.4564;0.3317;0.5544;5.3636;228;228/A/NBP/2019;
20191127;0.1295;3.9154;2.6563;0.5002;2.9518;2.5173;2.8669;4.3107;1.2833;3.9240;5.0362;0.1632;3.5866;0.1690;0.5770;3.1837;0.4271;0.4082;0.5799;0.9020;2.2041;0.6812;1.1308;0.4903;0.0770;0.2010;0.2658;0.9249;0.9385;0.0612;2.7779;5.4871;0.3328;0.5574;5.3707;229;229/A/NBP/2019;
20191128;0.1298;3.9252;2.6547;0.5016;2.9520;2.5222;2.8739;4.3230;1.2840;3.9298;5.0775;0.1632;3.5870;0.1691;0.5786;3.2022;0.4276;0.4093;0.5809;0.9027;2.2103;0.6802;1.1323;0.4799;0.0773;0.2005;0.2660;0.9205;0.9405;0.0612;2.7858;5.4798;0.3328;0.5581;5.3911;230;230/A/NBP/2019;
20191129;0.1300;3.9288;2.6626;0.5021;2.9564;2.5281;2.8755;4.3236;1.2918;3.9300;5.0645;0.1640;3.5857;0.1692;0.5787;3.2074;0.4274;0.4115;0.5813;0.9040;2.2107;0.6850;1.1304;0.4740;0.0772;0.2021;0.2686;0.9378;0.9407;0.0613;2.7854;5.4736;0.3331;0.5596;5.3918;231;231/A/NBP/2019;
20191202;0.1290;3.9047;2.6494;0.4988;2.9386;2.5239;2.8530;4.3008;1.2898;3.9047;5.0411;0.1629;3.5611;0.1684;0.5756;3.1905;0.4243;0.4083;0.5782;0.8999;2.1990;0.6781;1.1250;0.4852;0.0764;0.1996;0.2659;0.9216;0.9341;0.0607;2.7644;5.4482;0.3293;0.5545;5.3634;232;232/A/NBP/2019;
20191203;0.1279;3.8706;2.6549;0.4944;2.9133;2.5284;2.8380;4.2900;1.2910;3.9126;5.0270;0.1617;3.5499;0.1679;0.5741;3.1872;0.4235;0.4074;0.5767;0.8978;2.1935;0.6742;1.1113;0.4816;0.0758;0.1980;0.2641;0.9164;0.9272;0.0604;2.7441;5.4085;0.3259;0.5492;5.3409;233;233/A/NBP/2019;
20191204;0.1275;3.8647;2.6390;0.4937;2.9099;2.5156;2.8340;4.2792;1.2914;3.9081;5.0450;0.1615;3.5540;0.1677;0.5727;3.1792;0.4202;0.4047;0.5753;0.8963;2.1879;0.6728;1.1111;0.4812;0.0758;0.1978;0.2652;0.9190;0.9253;0.0604;2.7400;5.3976;0.3243;0.5478;5.3179;234;234/A/NBP/2019;
20191205;0.1271;3.8566;2.6353;0.4927;2.9258;2.5199;2.8326;4.2777;1.2926;3.8989;5.0651;0.1616;3.5394;0.1676;0.5725;3.1781;0.4213;0.4062;0.5751;0.8954;2.1871;0.6708;1.1102;0.4897;0.0758;0.1984;0.2633;0.9166;0.9249;0.0604;2.7420;5.3998;0.3236;0.5476;5.3143;235;235/A/NBP/2019;
20191206;0.1269;3.8500;2.6356;0.4917;2.9221;2.5276;2.8311;4.2721;1.2934;3.8963;5.0527;0.1623;3.5446;0.1673;0.5718;3.1786;0.4216;0.4061;0.5743;0.8941;2.1843;0.6686;1.1117;0.4923;0.0758;0.1992;0.2630;0.9197;0.9256;0.0604;2.7426;5.3958;0.3238;0.5474;5.3069;236;236/A/NBP/2019;
20191209;0.1277;3.8704;2.6420;0.4945;2.9181;2.5372;2.8463;4.2830;1.2911;3.9087;5.0915;0.1630;3.5674;0.1677;0.5732;3.1868;0.4234;0.4065;0.5758;0.8964;2.1898;0.6667;1.1148;0.4983;0.0761;0.2007;0.2642;0.9346;0.9302;0.0607;2.7616;5.4422;0.3250;0.5497;5.3226;237;237/A/NBP/2019;
20191210;0.1277;3.8711;2.6377;0.4947;2.9233;2.5333;2.8470;4.2880;1.2927;3.9251;5.0945;0.1634;3.5647;0.1680;0.5738;3.1834;0.4209;0.4059;0.5765;0.8971;2.1924;0.6666;1.1172;0.5004;0.0763;0.2013;0.2639;0.9344;0.9295;0.0609;2.7631;5.4579;0.3245;0.5499;5.3363;238;238/A/NBP/2019;
20191211;0.1276;3.8660;2.6406;0.4949;2.9208;2.5295;2.8433;4.2851;1.2975;3.9257;5.0798;0.1638;3.5570;0.1679;0.5734;3.1718;0.4220;0.4096;0.5762;0.8962;2.1909;0.6655;1.1131;0.4956;0.0761;0.2008;0.2615;0.9324;0.9283;0.0609;2.7546;5.4553;0.3236;0.5492;5.3329;239;239/A/NBP/2019;
20191212;0.1276;3.8505;2.6498;0.4933;2.9232;2.5332;2.8380;4.2846;1.3001;3.9181;5.0756;0.1635;3.5426;0.1679;0.5733;3.1574;0.4231;0.4099;0.5761;0.8964;2.1907;0.6639;1.1056;0.5001;0.0759;0.2016;0.2629;0.9336;0.9257;0.0609;2.7454;5.4511;0.3240;0.5474;5.3314;240;240/A/NBP/2019;
20191213;0.1266;3.8234;2.6445;0.4901;2.9041;2.5310;2.8277;4.2747;1.3000;3.8919;5.1292;0.1628;3.4871;0.1676;0.5720;3.1225;0.4240;0.4088;0.5747;0.8942;2.1856;0.6614;1.0989;0.4976;0.0755;0.2010;0.2657;0.9346;0.9247;0.0613;2.7339;5.4045;0.3265;0.5478;5.2985;241;241/A/NBP/2019;
20191216;0.1267;3.8311;2.6367;0.4917;2.9158;2.5316;2.8272;4.2659;1.2966;3.8953;5.1083;0.1631;3.5015;0.1673;0.5708;3.1183;0.4253;0.4088;0.5735;0.8928;2.1811;0.6551;1.0956;0.5012;0.0757;0.2011;0.2651;0.9325;0.9249;0.0611;2.7355;5.3954;0.3267;0.5467;5.2840;242;242/A/NBP/2019;
20191217;0.1264;3.8211;2.6171;0.4904;2.9004;2.5133;2.8195;4.2605;1.2892;3.8850;5.0414;0.1628;3.4856;0.1672;0.5701;3.1144;0.4229;0.4074;0.5724;0.8919;2.1783;0.6531;1.0945;0.5018;0.0756;0.2018;0.2656;0.9404;0.9224;0.0610;2.7313;5.3835;0.3277;0.5461;5.2844;243;243/A/NBP/2019;
20191218;0.1268;3.8302;2.6235;0.4918;2.9100;2.5142;2.8260;4.2644;1.2897;3.9069;5.0226;0.1636;3.5001;0.1674;0.5708;3.1127;0.4244;0.4074;0.5727;0.8925;2.1803;0.6490;1.0951;0.5066;0.0756;0.2021;0.2662;0.9407;0.9255;0.0612;2.7408;5.3918;0.3281;0.5475;5.2786;244;244/A/NBP/2019;
20191219;0.1267;3.8281;2.6315;0.4910;2.9185;2.5227;2.8244;4.2632;1.2865;3.9017;5.0170;0.1638;3.4934;0.1673;0.5705;3.1073;0.4276;0.4075;0.5730;0.8931;2.1797;0.6454;1.0953;0.5093;0.0756;0.2013;0.2670;0.9421;0.9242;0.0613;2.7373;5.3784;0.3282;0.5462;5.2911;245;245/A/NBP/2019;
20191220;0.1269;3.8311;2.6404;0.4913;2.9158;2.5270;2.8261;4.2604;1.2897;3.9095;4.9958;0.1643;3.5038;0.1674;0.5702;3.1189;0.4277;0.4076;0.5727;0.8931;2.1783;0.6473;1.1018;0.5080;0.0755;0.2024;0.2694;0.9412;0.9254;0.0615;2.7409;5.3864;0.3305;0.5466;5.2862;246;246/A/NBP/2019;
20191223;0.1273;3.8394;2.6556;0.4931;2.9200;2.5420;2.8315;4.2554;1.2862;3.9164;4.9952;0.1649;3.5105;0.1671;0.5695;3.1428;0.4286;0.4078;0.5718;0.8920;2.1757;0.6457;1.1058;0.5072;0.0754;0.2027;0.2700;0.9358;0.9268;0.0616;2.7487;5.3955;0.3300;0.5476;5.2830;247;247/A/NBP/2019;
20191224;0.1276;3.8487;2.6618;0.4942;2.9246;2.5536;2.8389;4.2624;1.2867;3.9164;4.9765;0.1655;3.5186;0.1673;0.5705;3.1434;0.4304;0.4084;0.5727;0.8916;2.1793;0.6463;1.1077;0.5112;0.0757;0.2032;0.2710;0.9425;0.9304;0.0620;2.7554;5.4009;0.3310;0.5492;5.2980;248;248/A/NBP/2019;
20191227;0.1268;3.8266;2.6628;0.4915;2.9212;2.5587;2.8284;4.2624;1.2884;3.9196;5.0019;0.1614;3.4923;0.1673;0.5705;3.1434;0.4318;0.4082;0.5725;0.8915;2.1793;0.6442;1.1034;0.5129;0.0754;0.2022;0.2721;0.9433;0.9271;0.0617;2.7431;5.3581;0.3300;0.5468;5.2980;249;249/A/NBP/2019;
20191230;0.1269;3.8027;2.6603;0.4883;2.9095;2.5545;2.8188;4.2588;1.2880;3.9091;4.9883;0.1604;3.4835;0.1673;0.5701;3.1361;0.4316;0.4077;0.5719;0.8901;2.1775;0.6389;1.0971;0.5081;0.0749;0.2022;0.2710;0.9402;0.9260;0.0616;2.7309;5.3295;0.3290;0.5441;5.2702;250;250/A/NBP/2019;
20191231;0.1275;3.7977;2.6624;0.4877;2.9139;2.5567;2.8223;4.2585;1.2885;3.9213;4.9971;0.1602;3.4959;0.1676;0.5700;3.1359;0.4320;0.4073;0.5722;0.8901;2.1773;0.6380;1.0982;0.5041;0.0750;0.2009;0.2712;0.9448;0.9284;0.0611;2.7356;5.3248;0.3291;0.5455;5.2630;251;251/A/NBP/2019;
20200102;0.1260;3.8000;2.6589;0.4878;2.9273;2.5492;2.8215;4.2571;1.2901;3.9191;5.0211;0.1603;3.4910;0.1675;0.5699;3.1302;0.4328;0.4059;0.5719;0.8901;2.1766;0.6376;1.1002;0.5053;0.0749;0.2014;0.2726;0.9453;0.9297;0.0616;2.7360;5.3267;0.3284;0.5457;5.2613;1;001/A/NBP/2020;
20200103;0.1267;3.8213;2.6507;0.4910;2.9430;2.5409;2.8299;4.2569;1.2921;3.9254;4.9934;0.1615;3.5358;0.1681;0.5696;3.1050;0.4320;0.4045;0.5718;0.8905;2.1765;0.6393;1.1017;0.5100;0.0748;0.2014;0.2667;0.9494;0.9316;0.0615;2.7442;5.3248;0.3274;0.5481;5.2637;2;002/A/NBP/2020;
20200107;0.1254;3.7861;2.6097;0.4871;2.9188;2.5183;2.8071;4.2347;1.2805;3.8992;4.9879;0.1595;3.4905;0.1677;0.5666;3.0843;0.4308;0.4025;0.5686;0.8869;2.1651;0.6341;1.0918;0.4894;0.0745;0.2011;0.2666;0.9321;0.9250;0.0614;2.7287;5.2736;0.3249;0.5459;5.2393;3;003/A/NBP/2020;
20200108;0.1257;3.8123;2.6199;0.4901;2.9320;2.5386;2.8238;4.2465;1.2815;3.9245;5.0018;0.1601;3.5155;0.1680;0.5682;3.0929;0.4304;0.4037;0.5701;0.8887;2.1712;0.6399;1.1004;0.4951;0.0750;0.2020;0.2674;0.9372;0.9295;0.0616;2.7441;5.3118;0.3261;0.5492;5.2618;4;004/A/NBP/2020;
20200109;0.1262;3.8251;2.6233;0.4924;2.9299;2.5342;2.8307;4.2459;1.2807;3.9265;4.9837;0.1584;3.4954;0.1681;0.5681;3.0969;0.4298;0.4035;0.5702;0.8888;2.1709;0.6505;1.1042;0.5047;0.0754;0.2034;0.2708;0.9411;0.9351;0.0625;2.7618;5.3563;0.3298;0.5516;5.2774;5;005/A/NBP/2020;
20200110;0.1266;3.8272;2.6317;0.4927;2.9278;2.5324;2.8360;4.2467;1.2721;3.9265;5.0020;0.1599;3.4901;0.1681;0.5683;3.0975;0.4305;0.4027;0.5704;0.8886;2.1713;0.6516;1.1030;0.4981;0.0758;0.2033;0.2689;0.9349;0.9388;0.0624;2.7808;5.3875;0.3303;0.5528;5.2725;6;006/A/NBP/2020;
20200113;0.1261;3.8101;2.6312;0.4903;2.9176;2.5274;2.8290;4.2353;1.2645;3.9170;4.9432;0.1593;3.4687;0.1678;0.5667;3.0870;0.4285;0.4006;0.5688;0.8860;2.1655;0.6501;1.0985;0.4925;0.0755;0.2029;0.2653;0.9302;0.9380;0.0625;2.7879;5.3836;0.3295;0.5531;5.2674;7;007/A/NBP/2020;
20200114;0.1256;3.8019;2.6235;0.4889;2.9093;2.5180;2.8217;4.2323;1.2723;3.9208;4.9322;0.1583;3.4558;0.1679;0.5663;3.0803;0.4273;0.4013;0.5684;0.8854;2.1639;0.6457;1.0970;0.4908;0.0751;0.2020;0.2634;0.9167;0.9331;0.0619;2.7812;5.3686;0.3287;0.5522;5.2496;8;008/A/NBP/2020;
20200115;0.1255;3.7992;2.6167;0.4889;2.9055;2.5094;2.8191;4.2279;1.2690;3.9317;4.9357;0.1582;3.4580;0.1682;0.5658;3.1042;0.4271;0.4006;0.5679;0.8846;2.1617;0.6455;1.0978;0.4933;0.0748;0.2020;0.2632;0.9192;0.9322;0.0617;2.7802;5.3603;0.3280;0.5516;5.2516;9;009/A/NBP/2020;
20200116;0.1250;3.7968;2.6273;0.4885;2.9128;2.5236;2.8219;4.2348;1.2686;3.9421;4.9562;0.1573;3.4516;0.1686;0.5667;3.0956;0.4284;0.4012;0.5688;0.8859;2.1652;0.6472;1.0984;0.4897;0.0747;0.2021;0.2637;0.9093;0.9344;0.0616;2.7856;5.3551;0.3273;0.5518;5.2506;10;010/A/NBP/2020;
20200117;0.1252;3.8053;2.6286;0.4900;2.9180;2.5271;2.8283;4.2344;1.2622;3.9410;4.9682;0.1564;3.4534;0.1682;0.5666;3.0908;0.4280;0.4012;0.5692;0.8858;2.1650;0.6485;1.1015;0.4901;0.0747;0.2028;0.2646;0.9093;0.9387;0.0619;2.7904;5.3569;0.3283;0.5549;5.2408;11;011/A/NBP/2020;
20200120;0.1262;3.8277;2.6300;0.4928;2.9295;2.5301;2.8400;4.2447;1.2599;3.9539;4.9698;0.1574;3.4744;0.1689;0.5680;3.0893;0.4295;0.4017;0.5708;0.8881;2.1703;0.6479;1.1065;0.4946;0.0751;0.2049;0.2629;0.9188;0.9427;0.0622;2.8076;5.3829;0.3301;0.5577;5.2757;12;012/A/NBP/2020;
20200121;0.1261;3.8284;2.6243;0.4926;2.9286;2.5259;2.8367;4.2459;1.2655;3.9532;4.9919;0.1578;3.4817;0.1693;0.5682;3.0857;0.4276;0.4020;0.5710;0.8884;2.1709;0.6457;1.1068;0.4967;0.0751;0.2044;0.2634;0.9136;0.9401;0.0619;2.8032;5.3817;0.3284;0.5545;5.2772;13;013/A/NBP/2020;
20200122;0.1258;3.8202;2.6145;0.4915;2.9236;2.5191;2.8314;4.2370;1.2645;3.9328;4.9894;0.1569;3.4741;0.1687;0.5670;3.0747;0.4259;0.4018;0.5696;0.8866;2.1663;0.6447;1.1062;0.4932;0.0750;0.2038;0.2645;0.9069;0.9394;0.0616;2.7998;5.3657;0.3280;0.5532;5.2594;14;014/A/NBP/2020;
20200123;0.1256;3.8308;2.6320;0.4930;2.9103;2.5270;2.8385;4.2463;1.2604;3.9535;5.0312;0.1561;3.4975;0.1688;0.5682;3.0815;0.4261;0.4030;0.5705;0.8885;2.1711;0.6465;1.1077;0.4966;0.0751;0.2047;0.2669;0.9158;0.9414;0.0619;2.8106;5.3747;0.3285;0.5525;5.2814;15;015/A/NBP/2020;
20200124;0.1258;3.8475;2.6309;0.4949;2.9293;2.5443;2.8463;4.2461;1.2631;3.9629;5.0381;0.1581;3.5114;0.1691;0.5682;3.0858;0.4270;0.4029;0.5705;0.8884;2.1710;0.6469;1.1137;0.4952;0.0757;0.2048;0.2675;0.9225;0.9472;0.0623;2.8348;5.3929;0.3290;0.5540;5.2817;16;016/A/NBP/2020;
20200127;0.1261;3.8725;2.6241;0.4980;2.9375;2.5408;2.8546;4.2679;1.2658;3.9915;5.0709;0.1575;3.5561;0.1693;0.5711;3.1062;0.4257;0.4037;0.5735;0.8928;2.1821;0.6509;1.1199;0.4978;0.0761;0.2046;0.2666;0.9255;0.9525;0.0619;2.8464;5.4171;0.3287;0.5569;5.3259;17;017/A/NBP/2020;
20200128;0.1258;3.8844;2.6208;0.4994;2.9431;2.5364;2.8585;4.2794;1.2684;4.0094;5.0614;0.1571;3.5694;0.1694;0.5727;3.1146;0.4239;0.4033;0.5753;0.8953;2.1880;0.6546;1.1233;0.4928;0.0764;0.2057;0.2651;0.9232;0.9508;0.0617;2.8483;5.4494;0.3293;0.5584;5.3419;18;018/A/NBP/2020;
20200129;0.1254;3.8871;2.6249;0.5001;2.9507;2.5386;2.8573;4.2766;1.2667;3.9873;5.0584;0.1564;3.5652;0.1695;0.5723;3.1262;0.4257;0.4046;0.5749;0.8950;2.1866;0.6545;1.1241;0.4947;0.0765;0.2072;0.2663;0.9266;0.9526;0.0622;2.8524;5.4576;0.3296;0.5580;5.3440;19;019/A/NBP/2020;
20200130;0.1248;3.8856;2.6154;0.5002;2.9395;2.5259;2.8521;4.2813;1.2666;4.0027;5.0574;0.1563;3.5676;0.1698;0.5729;3.1457;0.4219;0.4027;0.5753;0.8955;2.1890;0.6506;1.1254;0.4902;0.0761;0.2075;0.2654;0.9185;0.9502;0.0617;2.8476;5.4352;0.3270;0.5586;5.3512;20;020/A/NBP/2020;
20200131;0.1251;3.8999;2.6086;0.5021;2.9476;2.5181;2.8560;4.3010;1.2777;4.0194;5.1160;0.1558;3.5788;0.1704;0.5755;3.1602;0.4227;0.4032;0.5780;0.9003;2.1990;0.6515;1.1310;0.4892;0.0764;0.2075;0.2623;0.9190;0.9516;0.0616;2.8560;5.4626;0.3264;0.5612;5.3657;21;021/A/NBP/2020;
20200203;0.1251;3.8864;2.6030;0.5004;2.9340;2.5121;2.8404;4.3034;1.2730;4.0311;5.0844;0.1551;3.5817;0.1707;0.5759;3.1435;0.4195;0.4031;0.5780;0.9003;2.2003;0.6493;1.1275;0.4856;0.0764;0.2059;0.2599;0.9075;0.9447;0.0608;2.8280;5.4370;0.3255;0.5535;5.3615;22;022/A/NBP/2020;
20200204;0.1254;3.8773;2.6012;0.4992;2.9208;2.5040;2.8293;4.2867;1.2745;4.0031;5.0467;0.1562;3.5542;0.1705;0.5736;3.1086;0.4199;0.4027;0.5753;0.8971;2.1917;0.6497;1.1262;0.4924;0.0763;0.2075;0.2630;0.9127;0.9435;0.0613;2.8281;5.4438;0.3265;0.5544;5.3346;23;023/A/NBP/2020;
20200205;0.1249;3.8654;2.6174;0.4979;2.9139;2.5110;2.8009;4.2620;1.2695;3.9744;5.0504;0.1561;3.5238;0.1700;0.5703;3.0862;0.4206;0.4040;0.5716;0.8924;2.1791;0.6457;1.1197;0.4945;0.0761;0.2072;0.2629;0.9084;0.9388;0.0617;2.8266;5.4296;0.3270;0.5539;5.3095;24;024/A/NBP/2020;
20200206;0.1245;3.8672;2.6070;0.4981;2.9117;2.4993;2.7917;4.2535;1.2618;3.9680;5.0177;0.1573;3.5199;0.1695;0.5692;3.0756;0.4192;0.4030;0.5704;0.8928;2.1748;0.6454;1.1239;0.4979;0.0762;0.2077;0.2603;0.9131;0.9381;0.0612;2.8393;5.4282;0.3264;0.5546;5.3074;25;025/A/NBP/2020;
20200207;0.1244;3.8947;2.6031;0.5018;2.9260;2.4991;2.8000;4.2664;1.2589;3.9908;5.0359;0.1587;3.5474;0.1704;0.5709;3.0894;0.4200;0.4039;0.5722;0.8955;2.1814;0.6503;1.1369;0.4969;0.0765;0.2079;0.2591;0.9095;0.9412;0.0611;2.8480;5.4481;0.3260;0.5573;5.3260;26;026/A/NBP/2020;
20200210;0.1246;3.8996;2.6102;0.5022;2.9333;2.5002;2.8079;4.2699;1.2629;3.9889;5.0350;0.1590;3.5537;0.1707;0.5714;3.1009;0.4213;0.4035;0.5728;0.8957;2.1831;0.6491;1.1368;0.4925;0.0768;0.2077;0.2589;0.9026;0.9405;0.0610;2.8475;5.4644;0.3281;0.5585;5.3365;27;027/A/NBP/2020;
20200211;0.1249;3.9041;2.6185;0.5028;2.9364;2.4960;2.8141;4.2609;1.2616;3.9947;5.0512;0.1599;3.5534;0.1707;0.5702;3.0898;0.4218;0.4044;0.5716;0.8933;2.1786;0.6484;1.1421;0.4918;0.0771;0.2090;0.2625;0.9028;0.9445;0.0611;2.8570;5.4764;0.3298;0.5595;5.3346;28;028/A/NBP/2020;
20200212;0.1252;3.9010;2.6288;0.5021;2.9393;2.5237;2.8133;4.2599;1.2575;4.0020;5.0635;0.1590;3.5462;0.1710;0.5701;3.0891;0.4233;0.4054;0.5713;0.8936;2.1781;0.6481;1.1405;0.4927;0.0771;0.2092;0.2638;0.9005;0.9431;0.0618;2.8558;5.4684;0.3305;0.5596;5.3529;29;029/A/NBP/2020;
20200213;0.1256;3.9104;2.6303;0.5036;2.9493;2.5239;2.8180;4.2557;1.2559;4.0050;5.0711;0.1598;3.5635;0.1712;0.5695;3.0861;0.4223;0.4060;0.5712;0.8930;2.1759;0.6455;1.1385;0.4943;0.0775;0.2094;0.2627;0.8977;0.9444;0.0614;2.8585;5.4824;0.3308;0.5601;5.3431;30;030/A/NBP/2020;
20200214;0.1255;3.9098;2.6287;0.5034;2.9510;2.5159;2.8127;4.2402;1.2660;3.9853;5.0964;0.1599;3.5605;0.1710;0.5675;3.0793;0.4219;0.4035;0.5692;0.8892;2.1680;0.6453;1.1403;0.4923;0.0774;0.2104;0.2633;0.8987;0.9448;0.0615;2.8591;5.4751;0.3306;0.5599;5.3381;31;031/A/NBP/2020;
20200217;0.1258;3.9189;2.6364;0.5046;2.9623;2.5224;2.8216;4.2502;1.2699;3.9921;5.1109;0.1603;3.5664;0.1715;0.5689;3.0911;0.4233;0.4034;0.5705;0.8901;2.1731;0.6485;1.1424;0.4949;0.0775;0.2111;0.2631;0.9117;0.9460;0.0619;2.8704;5.4870;0.3311;0.5615;5.3608;32;032/A/NBP/2020;
20200218;0.1264;3.9448;2.6340;0.5079;2.9736;2.5237;2.8328;4.2714;1.2733;4.0218;5.1271;0.1614;3.5952;0.1718;0.5718;3.1020;0.4236;0.4050;0.5739;0.8936;2.1839;0.6500;1.1522;0.4973;0.0779;0.2117;0.2617;0.9115;0.9497;0.0618;2.8869;5.5168;0.3311;0.5630;5.3876;33;033/A/NBP/2020;
20200219;0.1269;3.9556;2.6502;0.5091;2.9886;2.5329;2.8421;4.2732;1.2751;4.0213;5.1450;0.1612;3.5875;0.1713;0.5721;3.0943;0.4259;0.4036;0.5739;0.8942;2.1848;0.6528;1.1568;0.4961;0.0783;0.2130;0.2645;0.9080;0.9506;0.0622;2.8899;5.5334;0.3325;0.5657;5.4004;34;034/A/NBP/2020;
20200220;0.1260;3.9621;2.6290;0.5093;2.9901;2.5147;2.8299;4.2789;1.2665;4.0308;5.1113;0.1618;3.5380;0.1711;0.5729;3.1029;0.4258;0.4041;0.5744;0.8946;2.1878;0.6503;1.1536;0.4973;0.0781;0.2125;0.2624;0.9076;0.9474;0.0622;2.8905;5.5301;0.3289;0.5645;5.4063;35;035/A/NBP/2020;
20200221;0.1252;3.9623;2.6122;0.5088;2.9880;2.4998;2.8300;4.2831;1.2681;4.0367;5.1178;0.1619;3.5466;0.1709;0.5735;3.1014;0.4244;0.4045;0.5750;0.8919;2.1899;0.6481;1.1573;0.4907;0.0779;0.2092;0.2621;0.9017;0.9452;0.0615;2.8784;5.5077;0.3274;0.5633;5.4050;36;036/A/NBP/2020;
20200224;0.1255;3.9772;2.6223;0.5103;2.9913;2.5117;2.8369;4.3017;1.2715;4.0542;5.1293;0.1622;3.5728;0.1709;0.5759;3.0925;0.4239;0.4066;0.5766;0.8945;2.1995;0.6465;1.1540;0.4953;0.0780;0.2082;0.2628;0.9063;0.9412;0.0609;2.8675;5.5342;0.3264;0.5659;5.4260;37;037/A/NBP/2020;
20200225;0.1249;3.9624;2.6139;0.5085;2.9795;2.5055;2.8337;4.2996;1.2751;4.0537;5.1489;0.1615;3.5899;0.1704;0.5755;3.0866;0.4239;0.4070;0.5768;0.8942;2.1983;0.6436;1.1561;0.4904;0.0776;0.2075;0.2609;0.9029;0.9361;0.0606;2.8542;5.5130;0.3259;0.5646;5.4182;38;038/A/NBP/2020;
20200226;0.1242;3.9573;2.6022;0.5079;2.9753;2.4958;2.8309;4.3093;1.2692;4.0617;5.1246;0.1606;3.5878;0.1702;0.5768;3.0935;0.4214;0.4068;0.5767;0.8956;2.2033;0.6426;1.1501;0.4870;0.0775;0.2064;0.2584;0.9018;0.9365;0.0602;2.8403;5.5240;0.3256;0.5638;5.4283;39;039/A/NBP/2020;
20200227;0.1245;3.9413;2.5901;0.5057;2.9581;2.4907;2.8260;4.3100;1.2709;4.0548;5.0855;0.1605;3.5774;0.1705;0.5768;3.0940;0.4204;0.4080;0.5777;0.8962;2.2036;0.6384;1.1479;0.4853;0.0775;0.2034;0.2564;0.8855;0.9350;0.0600;2.8081;5.5031;0.3254;0.5621;5.4182;40;040/A/NBP/2020;
20200228;0.1244;3.9255;2.5624;0.5037;2.9194;2.4539;2.8163;4.3355;1.2757;4.0734;5.0657;0.1597;3.6117;0.1703;0.5802;3.1123;0.4162;0.4067;0.5808;0.9008;2.2167;0.6274;1.1321;0.4823;0.0770;0.1979;0.2511;0.8750;0.9313;0.0582;2.7360;5.4326;0.3249;0.5619;5.4161;41;041/A/NBP/2020;
20200302;0.1242;3.9023;2.5555;0.5017;2.9251;2.4435;2.8088;4.3237;1.2813;4.0566;4.9815;0.1571;3.6186;0.1697;0.5786;3.0862;0.4173;0.4091;0.5781;0.8976;2.2107;0.6261;1.1234;0.4771;0.0769;0.1988;0.2503;0.8723;0.9285;0.0587;2.7355;5.3918;0.3278;0.5603;5.4092;42;042/A/NBP/2020;
20200303;0.1231;3.8804;2.5458;0.4987;2.9054;2.4315;2.7870;4.3173;1.2806;4.0532;4.9584;0.1556;3.5936;0.1695;0.5777;3.0212;0.4181;0.4091;0.5768;0.8979;2.2074;0.6272;1.1235;0.4777;0.0765;0.1997;0.2487;0.8673;0.9225;0.0584;2.7171;5.3025;0.3254;0.5558;5.3528;43;043/A/NBP/2020;
20200304;0.1230;3.8536;2.5480;0.4960;2.8848;2.4245;2.7834;4.2993;1.2830;4.0382;4.9264;0.1551;3.5872;0.1694;0.5753;3.0234;0.4165;0.4074;0.5744;0.8941;2.1982;0.6328;1.1208;0.4737;0.0762;0.1994;0.2516;0.8536;0.9218;0.0586;2.7302;5.2511;0.3256;0.5559;5.3304;44;044/A/NBP/2020;
20200305;0.1219;3.8479;2.5530;0.4952;2.8721;2.4339;2.7784;4.2994;1.2792;4.0391;4.9716;0.1555;3.5978;0.1697;0.5754;3.0235;0.4161;0.4069;0.5744;0.8941;2.1982;0.6314;1.1148;0.4693;0.0760;0.1964;0.2512;0.8392;0.9250;0.0580;2.7155;5.2566;0.3252;0.5549;5.3385;45;045/A/NBP/2020;
