data;1THB;1USD;1AUD;1HKD;1CAD;1NZD;1SGD;1EUR;100HUF;1CHF;1GBP;1UAH;100JPY;1CZK;1DKK;100ISK;1NOK;1SEK;1HRK;1RON;1BGN;1TRY;1ILS;100CLP;1PHP;1MXN;1ZAR;1BRL;1MYR;1RUB;10000IDR;100INR;100KRW;1CNY;1XDR;nr tabeli;pelny numer tabeli;
20221103;0,1271;4,8291;3,0375;0,6152;3,5081;2,7845;3,3970;4,7101;1,1499;4,7697;5,4330;0,1258;3,2578;0,1920;0,6329;3,2732;0,4555;0,4307;0,6249;0,9608;2,4082;0,2593;1,3522;0,5112;0,0819;0,2455;0,2624;0,9388;1,0179;;3,0766;5,8269;0,3384;0,6599;6,1008;213;213/A/NBP/2022;
20221104;0,1277;4,7975;3,0486;0,6112;3,5159;2,7930;3,3886;4,6898;1,1639;4,7523;5,3825;0,1258;3,2461;0,1917;0,6301;3,2277;0,4563;0,4312;0,6223;0,9579;2,3978;0,2576;1,3461;0,5079;0,0818;0,2449;0,2631;0,9377;1,0104;;3,0485;5,8179;0,3382;0,6610;6,1223;214;214/A/NBP/2022;
20221107;0,1254;4,6926;3,0326;0,5978;3,4788;2,7767;3,3402;4,6858;1,1664;4,7310;5,3687;0,1258;3,1985;0,1923;0,6297;3,2205;0,4577;0,4332;0,6217;0,9590;2,3958;0,2523;1,3246;0,5063;0,0803;0,2407;0,2626;0,9279;0,9901;;2,9875;5,7272;0,3366;0,6492;6,0677;215;215/A/NBP/2022;
20221108;0,1258;4,6893;3,0391;0,5974;3,4744;2,7839;3,3431;4,6912;1,1697;4,7417;5,3894;0,1258;3,2072;0,1930;0,6306;3,2066;0,4560;0,4328;0,6222;0,9594;2,3985;0,2520;1,3276;0,5115;0,0806;0,2414;0,2638;0,9093;0,9900;;2,9873;5,7470;0,3403;0,6461;6,0444;216;216/A/NBP/2022;
20221109;0,1271;4,6817;3,0332;0,5965;3,4815;2,7657;3,3476;4,7037;1,1611;4,7467;5,3610;0,1258;3,2116;0,1932;0,6324;3,2107;0,4551;0,4340;0,6239;0,9591;2,4049;0,2517;1,3194;0,5162;0,0808;0,2395;0,2635;0,9101;0,9979;;2,9897;5,7488;0,3427;0,6464;6,0610;217;217/A/NBP/2022;
20221110;0,1283;4,7328;3,0310;0,6030;3,4955;2,7730;3,3737;4,7146;1,1730;4,7905;5,3795;0,1258;3,2323;0,1935;0,6339;3,2094;0,4535;0,4333;0,6253;0,9635;2,4105;0,2546;1,3291;0,5218;0,0815;0,2419;0,2658;0,9125;1,0069;;3,0164;5,7847;0,3431;0,6528;6,0592;218;218/A/NBP/2022;
20221114;0,1264;4,5383;3,0310;0,5790;3,4162;2,7601;3,3000;4,6794;1,1523;4,7977;5,3546;0,1258;3,2321;0,1928;0,6291;3,1217;0,4534;0,4354;0,6202;0,9552;2,3925;0,2439;1,3234;0,5093;0,0794;0,2319;0,2619;0,8520;0,9872;;2,9240;5,5836;0,3427;0,6432;5,9428;219;219/A/NBP/2022;
20221115;0,1270;4,5143;3,0546;0,5775;3,4004;2,7775;3,3032;4,6985;1,1582;4,8059;5,3404;0,1258;3,2410;0,1933;0,6316;3,1137;0,4535;0,4346;0,6225;0,9579;2,4023;0,2427;1,3176;0,5068;0,0790;0,2332;0,2627;0,8470;0,9955;;2,9071;5,5694;0,3439;0,6416;5,9587;220;220/A/NBP/2022;
20221116;0,1263;4,5050;3,0546;0,5760;3,4022;2,7870;3,2930;4,6942;1,1525;4,7888;5,3593;0,1258;3,2319;0,1929;0,6311;3,1611;0,4534;0,4321;0,6224;0,9545;2,4001;0,2421;1,3195;0,5079;0,0786;0,2331;0,2615;0,8447;0,9912;;2,8874;5,5411;0,3408;0,6362;5,9376;221;221/A/NBP/2022;
20221117;0,1265;4,5387;3,0392;0,5801;3,4006;2,7789;3,3024;4,7039;1,1427;4,7909;5,3950;0,1258;3,2506;0,1931;0,6324;3,1591;0,4503;0,4305;0,6232;0,9564;2,4050;0,2438;1,3103;0,4975;0,0791;0,2345;0,2606;0,8404;0,9967;;2,8978;5,5593;0,3372;0,6354;5,9424;222;222/A/NBP/2022;
20221118;0,1267;4,5337;3,0434;0,5795;3,3986;2,7984;3,3031;4,7067;1,1466;4,7675;5,4075;0,1258;3,2394;0,1932;0,6328;3,1610;0,4490;0,4279;0,6243;0,9532;2,4065;0,2435;1,3119;0,4919;0,0791;0,2332;0,2614;0,8359;0,9957;;2,8900;5,5493;0,3391;0,6371;5,9783;223;223/A/NBP/2022;
20221121;0,1269;4,5991;3,0399;0,5894;3,4222;2,8091;3,3266;4,7035;1,1458;4,7944;5,4294;0,1258;3,2420;0,1931;0,6323;3,1588;0,4475;0,4280;0,6235;0,9518;2,4048;0,2470;1,3263;0,4883;0,0801;0,2356;0,2637;0,8543;1,0042;;2,9270;5,6197;0,3385;0,6416;5,9552;224;224/A/NBP/2022;
20221122;0,1270;4,5844;3,0449;0,5868;3,4200;2,8182;3,3242;4,7075;1,1525;4,7977;5,4362;0,1258;3,2449;0,1934;0,6329;3,2133;0,4495;0,4300;0,6242;0,9538;2,4069;0,2461;1,3195;0,4866;0,0799;0,2347;0,2656;0,8617;1,0010;;2,9206;5,6125;0,3387;0,6425;5,9915;225;225/A/NBP/2022;
20221123;0,1255;4,5480;3,0257;0,5818;3,3972;2,8098;3,2888;4,6958;1,1572;4,7807;5,4205;0,1258;3,2176;0,1928;0,6314;3,2053;0,4532;0,4295;0,6226;0,9507;2,4009;0,2441;1,3154;0,4909;0,0798;0,2343;0,2641;0,8486;0,9941;;2,8993;5,5568;0,3363;0,6357;5,9749;226;226/A/NBP/2022;
20221124;0,1261;4,5101;3,0411;0,5775;3,3790;2,8206;3,2823;4,6993;1,1340;4,7808;5,4542;0,1258;3,2547;0,1930;0,6319;3,2033;0,4532;0,4313;0,6227;0,9525;2,4027;0,2421;1,3192;0,4921;0,0796;0,2332;0,2656;0,8415;1,0034;;2,8790;5,5262;0,3394;0,6318;5,9571;227;227/A/NBP/2022;
20221125;0,1259;4,5111;3,0387;0,5774;3,3755;2,8121;3,2809;4,6884;1,1363;4,7729;5,4497;0,1258;3,2361;0,1924;0,6305;3,2003;0,4549;0,4325;0,6212;0,9529;2,3971;0,2421;1,3166;0,4955;0,0796;0,2326;0,2632;0,8478;1,0064;;2,8784;5,5233;0,3388;0,6295;5,9433;228;228/A/NBP/2022;
20221128;0,1261;4,4827;3,0029;0,5738;3,3343;2,7915;3,2634;4,6835;1,1471;4,7555;5,4185;0,1258;3,2537;0,1924;0,6298;3,1969;0,4523;0,4313;0,6204;0,9510;2,3946;0,2406;1,3008;0,4861;0,0792;0,2319;0,2617;0,8286;1,0006;;2,8511;5,4898;0,3358;0,6231;5,9371;229;229/A/NBP/2022;
20221129;0,1275;4,5164;3,0344;0,5782;3,3571;2,8127;3,2885;4,6813;1,1472;4,7449;5,4141;0,1258;3,2702;0,1924;0,6295;3,1824;0,4530;0,4294;0,6201;0,9512;2,3935;0,2423;1,3135;0,4944;0,0798;0,2356;0,2654;0,8417;1,0018;;2,8690;5,5266;0,3400;0,6299;5,8930;230;230/A/NBP/2022;
20221130;0,1278;4,5066;3,0307;0,5779;3,3309;2,8114;3,2955;4,6684;1,1449;4,7421;5,4151;0,1258;3,2466;0,1916;0,6277;3,1736;0,4540;0,4272;0,6184;0,9479;2,3869;0,2418;1,3114;0,5001;0,0797;0,2344;0,2660;0,8551;1,0133;;2,8647;5,5339;0,3427;0,6351;5,9188;231;231/A/NBP/2022;
20221201;0,1284;4,4911;3,0565;0,5770;3,3455;2,8481;3,3075;4,6892;1,1438;4,7580;5,4564;0,1258;3,2940;0,1925;0,6306;3,1492;0,4574;0,4291;0,6210;0,9515;2,3975;0,2410;1,3135;0,5043;0,0799;0,2332;0,2596;0,8661;1,0195;;2,8859;5,5299;0,3440;0,6335;5,9421;232;232/A/NBP/2022;
20221202;0,1280;4,4492;3,0352;0,5719;3,3118;2,8509;3,2971;4,6850;1,1458;4,7576;5,4610;0,1258;3,3203;0,1922;0,6300;3,1506;0,4566;0,4315;0,6207;0,9502;2,3954;0,2387;1,3153;0,5058;0,0798;0,2326;0,2564;0,8580;1,0139;;2,8839;5,4709;0,3427;0,6336;5,9195;233;233/A/NBP/2022;
20221205;0,1280;4,4415;3,0271;0,5719;3,3098;2,8451;3,2941;4,6898;1,1460;4,7542;5,4558;0,1258;3,2842;0,1924;0,6306;3,1539;0,4557;0,4312;0,6211;0,9526;2,3979;0,2383;1,3118;0,5027;0,0794;0,2274;0,2577;0,8510;1,0166;;2,8715;5,4308;0,3425;0,6388;5,9117;234;234/A/NBP/2022;
20221206;0,1278;4,4787;3,0072;0,5755;3,2907;2,8303;3,3001;4,6995;1,1341;4,7472;5,4534;0,1258;3,2741;0,1931;0,6318;3,1561;0,4505;0,4318;0,6220;0,9563;2,4028;0,2403;1,3151;0,4998;0,0801;0,2275;0,2582;0,8481;1,0189;;2,8677;5,4226;0,3391;0,6406;5,9045;235;235/A/NBP/2022;
20221207;0,1277;4,4834;2,9926;0,5754;3,2749;2,8343;3,2973;4,6968;1,1445;4,7608;5,4380;0,1258;3,2578;0,1931;0,6314;3,1543;0,4454;0,4304;0,6217;0,9553;2,4014;0,2405;1,3028;0,5099;0,0808;0,2265;0,2584;0,8563;1,0195;;2,8671;5,4356;0,3392;0,6422;5,9228;236;236/A/NBP/2022;
20221208;0,1285;4,4760;3,0068;0,5749;3,2732;2,8413;3,2975;4,6976;1,1334;4,7496;5,4484;0,1258;3,2674;0,1931;0,6316;3,1464;0,4460;0,4301;0,6220;0,9553;2,4018;0,2401;1,3008;0,5163;0,0809;0,2274;0,2600;0,8599;1,0179;;2,8655;5,4300;0,3390;0,6421;5,9059;237;237/A/NBP/2022;
20221209;0,1274;4,4351;2,9978;0,5694;3,2520;2,8264;3,2805;4,6821;1,1280;4,7474;5,4317;0,1258;3,2560;0,1926;0,6295;3,1360;0,4446;0,4292;0,6199;0,9517;2,3939;0,2378;1,2960;0,5133;0,0801;0,2252;0,2575;0,8487;1,0068;;2,8462;5,3902;0,3403;0,6379;5,8991;238;238/A/NBP/2022;
20221212;0,1279;4,4424;3,0177;0,5719;3,2520;2,8517;3,2848;4,6912;1,1232;4,7624;5,4530;0,1258;3,2511;0,1929;0,6307;3,1337;0,4440;0,4305;0,6211;0,9525;2,3985;0,2383;1,2924;0,5154;0,0798;0,2250;0,2546;0,8477;1,0058;;2,8427;5,3818;0,3403;0,6370;5,9106;239;239/A/NBP/2022;
20221213;0,1279;4,4527;3,0124;0,5725;3,2684;2,8463;3,2841;4,6945;1,1417;4,7551;5,4638;0,1258;3,2340;0,1933;0,6311;3,1151;0,4472;0,4312;0,6218;0,9521;2,4002;0,2388;1,2969;0,5134;0,0798;0,2241;0,2516;0,8365;1,0054;;2,8439;5,3773;0,3403;0,6380;5,9302;240;240/A/NBP/2022;
20221214;0,1272;4,3973;3,0206;0,5657;3,2481;2,8370;3,2666;4,6886;1,1473;4,7439;5,4490;0,1258;3,2516;0,1931;0,6303;3,1030;0,4514;0,4315;0,6218;0,9516;2,3972;0,2358;1,2893;0,5129;0,0790;0,2253;0,2566;0,8306;1,0013;;2,8201;5,3334;0,3403;0,6329;5,8514;241;241/A/NBP/2022;
20221215;0,1263;4,4100;2,9872;0,5671;3,2488;2,8136;3,2550;4,6843;1,1545;4,7482;5,4418;0,1258;3,2291;0,1929;0,6297;3,1042;0,4496;0,4294;0,6212;0,9514;2,3950;0,2365;1,2845;0,5062;0,0790;0,2238;0,2553;0,8353;0,9983;;2,8238;5,3304;0,3361;0,6322;5,8505;242;242/A/NBP/2022;
20221216;0,1265;4,4227;2,9568;0,5684;3,2354;2,8080;3,2542;4,6934;1,1554;4,7564;5,3716;0,1258;3,2239;0,1935;0,6310;3,1144;0,4463;0,4258;0,6227;0,9541;2,3997;0,2371;1,2787;0,5034;0,0796;0,2228;0,2499;0,8324;0,9996;;2,8355;5,3366;0,3372;0,6341;5,8786;243;243/A/NBP/2022;
20221219;0,1267;4,4153;2,9666;0,5675;3,2354;2,8235;3,2565;4,6886;1,1611;4,7453;5,3926;0,1258;3,2436;0,1934;0,6304;3,0948;0,4476;0,4266;0,6219;0,9534;2,3972;0,2369;1,2838;0,4981;0,0797;0,2239;0,2555;0,8308;0,9977;;2,8308;5,3403;0,3397;0,6335;5,8806;244;244/A/NBP/2022;
20221220;0,1266;4,4001;2,9437;0,5652;3,2319;2,7977;3,2589;4,6804;1,1610;4,7524;5,3463;0,1258;3,3320;0,1933;0,6292;3,0894;0,4462;0,4239;0,6205;0,9529;2,3930;0,2358;1,2733;0,4948;0,0797;0,2226;0,2545;0,8312;0,9925;;2,8201;5,3163;0,3426;0,6319;5,8682;245;245/A/NBP/2022;
20221221;0,1265;4,3947;2,9336;0,5639;3,2268;2,7664;3,2506;4,6648;1,1586;4,7443;5,3342;0,1258;3,3377;0,1927;0,6271;3,0791;0,4456;0,4214;0,6185;0,9511;2,3850;0,2355;1,2646;0,4959;0,0798;0,2227;0,2537;0,8451;0,9903;;2,8193;5,3059;0,3411;0,6302;5,8567;246;246/A/NBP/2022;
20221222;0,1261;4,3726;2,9488;0,5609;3,2176;2,7575;3,2439;4,6551;1,1573;4,7358;5,2905;0,1258;3,3125;0,1924;0,6259;3,0525;0,4483;0,4225;0,6174;0,9509;2,3801;0,2341;1,2613;0,5019;0,0792;0,2231;0,2557;0,8407;0,9882;;2,8061;5,2829;0,3422;0,6266;5,8430;247;247/A/NBP/2022;
20221223;0,1258;4,3700;2,9269;0,5601;3,2118;2,7471;3,2367;4,6364;1,1574;4,6925;5,2722;0,1258;3,2962;0,1915;0,6235;3,0443;0,4433;0,4177;0,6152;0,9458;2,3705;0,2339;1,2517;0,5015;0,0792;0,2242;0,2554;0,8458;0,9876;;2,8027;5,2739;0,3411;0,6256;5,8056;248;248/A/NBP/2022;
20221227;0,1262;4,3671;2,9532;0,5598;3,2282;2,7561;3,2464;4,6558;1,1595;4,7035;5,2676;0,1258;3,2793;0,1923;0,6261;3,0570;0,4452;0,4184;0,6178;0,9464;2,3804;0,2335;1,2485;0,4971;0,0782;0,2257;0,2557;0,8368;0,9874;;2,7883;5,2721;0,3442;0,6274;5,8333;249;249/A/NBP/2022;
20221228;0,1270;4,4127;2,9839;0,5663;3,2597;2,7808;3,2716;4,6938;1,1649;4,7438;5,3085;0,1258;3,2920;0,1937;0,6312;3,0860;0,4481;0,4218;0,6227;0,9502;2,3999;0,2358;1,2552;0,5083;0,0786;0,2272;0,2571;0,8336;0,9978;;2,8102;5,3249;0,3477;0,6328;5,8809;250;250/A/NBP/2022;
20221229;0,1272;4,4078;2,9666;0,5654;3,2441;2,7824;3,2697;4,6969;1,1667;4,7725;5,3132;0,1258;3,2986;0,1942;0,6316;3,0921;0,4457;0,4216;0,6233;0,9498;2,4015;0,2355;1,2517;0,5112;0,0789;0,2276;0,2590;0,8367;0,9964;;2,8151;5,3222;0,3481;0,6331;5,8848;251;251/A/NBP/2022;
20221230;0,1271;4,4018;2,9890;0,5643;3,2486;2,7884;3,2802;4,6899;1,1718;4,7679;5,2957;0,1258;3,3312;0,1942;0,6307;3,0997;0,4461;0,4213;0,6224;0,9475;2,3979;0,2349;1,2497;0,5139;0,0792;0,2256;0,2593;0,8326;0,9993;;2,8276;5,3198;0,3497;0,6348;5,8760;252;252/A/NBP/2022;
