data;1THB;1USD;1AUD;1HKD;1CAD;1NZD;1SGD;1EUR;100HUF;1CHF;1GBP;1UAH;100JPY;1CZK;1DKK;100ISK;1NOK;1SEK;1RON;1BGN;1TRY;1ILS;100CLP;1PHP;1MXN;1ZAR;1BRL;1MYR;10000IDR;100INR;100KRW;1CNY;1XDR;nr tabeli;pelny numer tabeli;
20230804;0,1168;4,0620;2,6637;0,5202;3,0384;2,4688;3,0248;4,4438;1,1347;4,6282;5,1582;0,1100;2,8471;0,1834;0,5964;3,0710;0,3976;0,3795;0,8974;2,2721;0,1505;1,1018;0,4772;0,0729;0,2348;0,2172;0,8259;0,8922;2,6776;4,9054;0,3104;0,5656;5,4325;150;150/A/NBP/2023;
20230807;0,1160;4,0347;2,6486;0,5168;3,0144;2,4579;3,0077;4,4279;1,1344;4,6069;5,1356;0,1093;2,8352;0,1826;0,5943;3,0516;0,3967;0,3795;0,8948;2,2639;0,1494;1,1001;0,4734;0,0719;0,2359;0,2168;0,8279;0,8848;2,6570;4,8764;0,3088;0,5613;5,4081;151;151/A/NBP/2023;
20230808;0,1156;4,0396;2,6361;0,5174;3,0094;2,4498;3,0028;4,4375;1,1480;4,6231;5,1521;0,1094;2,8227;0,1831;0,5955;3,0582;0,3948;0,3799;0,8965;2,2688;0,1495;1,0930;0,4702;0,0718;0,2366;0,2154;0,8243;0,8815;2,6546;4,8791;0,3069;0,5604;5,4071;152;152/A/NBP/2023;
20230809;0,1163;4,0592;2,6616;0,5192;3,0253;2,4677;3,0203;4,4586;1,1485;4,6398;5,1772;0,1105;2,8325;0,1835;0,5984;3,0855;0,3982;0,3810;0,9014;2,2796;0,1501;1,0926;0,4709;0,0722;0,2378;0,2149;0,8282;0,8882;2,6722;4,9023;0,3095;0,5636;5,4438;153;153/A/NBP/2023;
20230810;0,1155;4,0521;2,6548;0,5184;3,0225;2,4592;3,0105;4,4650;1,1557;4,6402;5,1696;0,1097;2,8177;0,1841;0,5992;3,0942;0,3977;0,3806;0,9032;2,2830;0,1499;1,0929;0,4703;0,0721;0,2377;0,2154;0,8266;0,8863;2,6685;4,8928;0,3083;0,5621;5,4447;154;154/A/NBP/2023;
20230811;0,1155;4,0501;2,6416;0,5182;3,0121;2,4346;3,0016;4,4547;1,1579;4,6199;5,1458;0,1102;2,8009;0,1843;0,5979;3,0828;0,3915;0,3784;0,9014;2,2776;0,1497;1,0872;0,4785;0,0719;0,2370;0,2149;0,8277;0,8837;2,6619;4,8902;0,3055;0,5602;5,4149;155;155/A/NBP/2023;
20230814;0,1152;4,0525;2,6295;0,5185;3,0131;2,4236;2,9931;4,4361;1,1592;4,6212;5,1457;0,1097;2,7959;0,1845;0,5953;3,0657;0,3879;0,3740;0,8976;2,2682;0,1498;1,0852;0,4711;0,0713;0,2384;0,2138;0,8260;0,8786;2,6461;4,8833;0,3042;0,5586;5,3879;156;156/A/NBP/2023;
20230816;0,1156;4,0832;2,6429;0,5215;3,0287;2,4444;3,0090;4,4621;1,1553;4,6507;5,2091;0,1106;2,8058;0,1853;0,5988;3,0965;0,3886;0,3769;0,9033;2,2814;0,1509;1,0898;0,4731;0,0720;0,2389;0,2143;0,8190;0,8820;2,6718;4,9081;0,3057;0,5599;5,4412;157;157/A/NBP/2023;
20230817;0,1158;4,1094;2,6283;0,5249;3,0378;2,4363;3,0178;4,4681;1,1529;4,6730;5,2240;0,1113;2,8100;0,1854;0,5996;3,1007;0,3871;0,3761;0,9054;2,2845;0,1517;1,0884;0,4723;0,0724;0,2393;0,2143;0,8238;0,8839;2,6889;4,9433;0,3062;0,5619;5,4510;158;158/A/NBP/2023;
20230818;0,1166;4,1285;2,6416;0,5272;3,0487;2,4456;3,0403;4,4869;1,1687;4,6897;5,2515;0,1118;2,8360;0,1866;0,6021;3,1224;0,3888;0,3764;0,9076;2,2941;0,1523;1,0892;0,4761;0,0734;0,2417;0,2164;0,8295;0,8883;2,7010;4,9666;0,3080;0,5660;5,4778;159;159/A/NBP/2023;
20230821;0,1168;4,1124;2,6316;0,5248;3,0393;2,4314;3,0289;4,4768;1,1694;4,6718;5,2317;0,1114;2,8230;0,1866;0,6007;3,1154;0,3875;0,3752;0,9060;2,2890;0,1516;1,0852;0,4721;0,0730;0,2411;0,2159;0,8277;0,8840;2,6835;4,9485;0,3060;0,5628;5,4786;160;160/A/NBP/2023;
20230822;0,1170;4,0924;2,6345;0,5222;3,0246;2,4371;3,0204;4,4648;1,1664;4,6632;5,2306;0,1108;2,8103;0,1859;0,5991;3,1070;0,3863;0,3755;0,9045;2,2828;0,1506;1,0853;0,4701;0,0728;0,2414;0,2172;0,8217;0,8805;2,6721;4,9316;0,3061;0,5611;5,4491;161;161/A/NBP/2023;
20230823;0,1183;4,1438;2,6646;0,5285;3,0581;2,4640;3,0535;4,4834;1,1695;4,7067;5,2539;0,1122;2,8506;0,1859;0,6016;3,1243;0,3889;0,3775;0,9073;2,2923;0,1523;1,0979;0,4763;0,0730;0,2458;0,2219;0,8390;0,8903;2,7094;5,0035;0,3094;0,5683;5,4814;162;162/A/NBP/2023;
20230824;0,1178;4,1180;2,6594;0,5252;3,0434;2,4505;3,0443;4,4730;1,1673;4,6830;5,2291;0,1115;2,8340;0,1853;0,6001;3,1258;0,3867;0,3763;0,9063;2,2870;0,1510;1,0927;0,4809;0,0726;0,2451;0,2213;0,8477;0,8866;2,7012;4,9908;0,3120;0,5659;5,4942;163;163/A/NBP/2023;
20230825;0,1180;4,1419;2,6610;0,5279;3,0497;2,4482;3,0548;4,4674;1,1665;4,6767;5,2128;0,1121;2,8363;0,1850;0,5994;3,1219;0,3866;0,3762;0,9045;2,2841;0,1564;1,0928;0,4899;0,0731;0,2467;0,2219;0,8485;0,8920;2,7080;5,0106;0,3128;0,5683;5,4807;164;164/A/NBP/2023;
20230828;0,1174;4,1400;2,6535;0,5276;3,0441;2,4434;3,0498;4,4716;1,1675;4,6821;5,2065;0,1121;2,8252;0,1853;0,6000;3,1424;0,3855;0,3747;0,9055;2,2863;0,1559;1,0895;0,4897;0,0730;0,2472;0,2210;0,8498;0,8895;2,7076;5,0108;0,3121;0,5677;5,4895;165;165/A/NBP/2023;
20230829;0,1176;4,1341;2,6610;0,5268;3,0369;2,4467;3,0516;4,4690;1,1692;4,6725;5,2132;0,1119;2,8217;0,1852;0,5996;3,1405;0,3863;0,3761;0,9043;2,2849;0,1555;1,0878;0,4839;0,0728;0,2462;0,2236;0,8483;0,8902;2,7091;4,9989;0,3126;0,5667;5,4841;166;166/A/NBP/2023;
20230830;0,1172;4,1167;2,6594;0,5246;3,0350;2,4476;3,0404;4,4740;1,1757;4,6807;5,2023;0,1120;2,8112;0,1856;0,6003;3,1485;0,3877;0,3776;0,9050;2,2875;0,1539;1,0830;0,4794;0,0725;0,2458;0,2212;0,8484;0,8862;2,7012;4,9777;0,3108;0,5645;5,4915;167;167/A/NBP/2023;
20230831;0,1174;4,1074;2,6586;0,5236;3,0336;2,4445;3,0386;4,4684;1,1756;4,6636;5,2158;0,1112;2,8144;0,1854;0,5996;3,1357;0,3853;0,3762;0,9044;2,2846;0,1539;1,0816;0,4830;0,0725;0,2456;0,2196;0,8399;0,8853;2,6971;4,9683;0,3104;0,5634;5,4599;168;168/A/NBP/2023;
20230901;0,1178;4,1263;2,6700;0,5260;3,0541;2,4586;3,0551;4,4762;1,1656;4,6742;5,2301;0,1117;2,8364;0,1856;0,6006;3,1500;0,3886;0,3764;0,9054;2,2886;0,1546;1,0874;0,4842;0,0730;0,2404;0,2202;0,8327;0,8884;2,7075;4,9858;0,3129;0,5682;5,4776;169;169/A/NBP/2023;
20230904;0,1174;4,1353;2,6728;0,5278;3,0414;2,4580;3,0543;4,4653;1,1674;4,6767;5,2241;0,1125;2,8241;0,1852;0,5991;3,1248;0,3886;0,3754;0,9027;2,2830;0,1544;1,0834;0,4856;0,0730;0,2415;0,2194;0,8358;0,8884;2,7135;5,0006;0,3133;0,5686;5,4767;170;170/A/NBP/2023;
20230905;0,1175;4,1643;2,6559;0,5313;3,0486;2,4473;3,0601;4,4764;1,1627;4,6910;5,2203;0,1133;2,8330;0,1854;0,6006;3,1108;0,3883;0,3756;0,9048;2,2887;0,1555;1,0959;0,4845;0,0731;0,2416;0,2170;0,8434;0,8931;2,7280;5,0176;0,3123;0,5702;5,4903;171;171/A/NBP/2023;
20230906;0,1180;4,1895;2,6774;0,5342;3,0690;2,4678;3,0764;4,4974;1,1596;4,7086;5,2626;0,1134;2,8425;0,1856;0,6033;3,1385;0,3908;0,3772;0,9074;2,2995;0,1563;1,0972;0,4792;0,0735;0,2396;0,2175;0,8433;0,8966;2,7396;5,0404;0,3143;0,5734;5,5441;172;172/A/NBP/2023;
20230907;0,1205;4,2890;2,7385;0,5472;3,1435;2,5254;3,1425;4,5940;1,1757;4,8067;5,3518;0,1161;2,9087;0,1885;0,6160;3,1925;0,3996;0,3859;0,9256;2,3489;0,1599;1,1145;0,4922;0,0755;0,2440;0,2229;0,8613;0,9168;2,7987;5,1549;0,3208;0,5853;5,6558;173;173/A/NBP/2023;
20230908;0,1211;4,2958;2,7468;0,5481;3,1431;2,5368;3,1505;4,6019;1,1950;4,8225;5,3645;0,1163;2,9143;0,1890;0,6169;3,2024;0,4026;0,3863;0,9271;2,3529;0,1600;1,1189;0,4861;0,0758;0,2459;0,2250;0,8630;0,9187;2,8031;5,1767;0,3222;0,5856;5,6723;174;174/A/NBP/2023;
20230911;0,1214;4,3077;2,7719;0,5496;3,1666;2,5512;3,1667;4,6209;1,2013;4,8313;5,3926;0,1166;2,9430;0,1891;0,6196;3,2157;0,4045;0,3893;0,9310;2,3626;0,1604;1,1199;0,4807;0,0759;0,2454;0,2277;0,8642;0,9218;2,8109;5,1956;0,3241;0,5902;5,6978;175;175/A/NBP/2023;
20230912;0,1227;4,3711;2,8099;0,5582;3,2184;2,5813;3,2099;4,6836;1,2125;4,9015;5,4495;0,1183;2,9777;0,1903;0,6279;3,2593;0,4093;0,3939;0,9432;2,3947;0,1625;1,1527;0,4902;0,0772;0,2527;0,2314;0,8865;0,9345;2,8495;5,2736;0,3293;0,5999;5,7750;176;176/A/NBP/2023;
20230913;0,1209;4,3225;2,7718;0,5523;3,1877;2,5536;3,1745;4,6402;1,2050;4,8403;5,3931;0,1170;2,9347;0,1896;0,6220;3,2291;0,4042;0,3890;0,9340;2,3725;0,1605;1,1322;0,4839;0,0762;0,2504;0,2281;0,8737;0,9234;2,8123;5,2111;0,3250;0,5933;5,7237;177;177/A/NBP/2023;
20230914;0,1206;4,3120;2,7745;0,5511;3,1869;2,5543;3,1687;4,6285;1,2038;4,8261;5,3845;0,1168;2,9275;0,1893;0,6204;3,2076;0,4027;0,3875;0,9314;2,3665;0,1601;1,1279;0,4893;0,0760;0,2519;0,2287;0,8771;0,9211;2,8082;5,1968;0,3252;0,5928;5,7038;178;178/A/NBP/2023;
20230915;0,1213;4,3418;2,8005;0,5548;3,2139;2,5677;3,1870;4,6307;1,2055;4,8481;5,4005;0,1176;2,9377;0,1892;0,6210;3,1870;0,4054;0,3884;0,9318;2,3676;0,1612;1,1387;0,4883;0,0763;0,2539;0,2279;0,8914;0,9269;2,8280;5,2290;0,3268;0,5968;5,7072;179;179/A/NBP/2023;
20230918;0,1217;4,3489;2,7998;0,5560;3,2187;2,5694;3,1874;4,6377;1,2071;4,8519;5,3845;0,1177;2,9457;0,1894;0,6221;3,1962;0,4000;0,3880;0,9333;2,3712;0,1611;1,1371;0,4916;0,0765;0,2550;0,2286;0,8933;0,9272;2,8295;5,2272;0,3280;0,5963;5,7383;180;180/A/NBP/2023;
20230919;0,1208;4,3472;2,8043;0,5561;3,2317;2,5795;3,1872;4,6458;1,2098;4,8505;5,3802;0,1177;2,9430;0,1901;0,6233;3,2018;0,4037;0,3910;0,9349;2,3753;0,1608;1,1436;0,4914;0,0766;0,2542;0,2293;0,8954;0,9256;2,8265;5,2196;0,3275;0,5959;5,7466;181;181/A/NBP/2023;
20230920;0,1205;4,3501;2,8127;0,5561;3,2351;2,5854;3,1894;4,6529;1,2128;4,8483;5,3803;0,1178;2,9375;0,1908;0,6242;3,2067;0,4040;0,3913;0,9360;2,3790;0,1611;1,1434;0,4917;0,0767;0,2550;0,2297;0,8938;0,9284;2,8284;5,2324;0,3274;0,5960;5,7333;182;182/A/NBP/2023;
20230921;0,1200;4,3365;2,7783;0,5546;3,2138;2,5644;3,1709;4,6210;1,1989;4,7809;5,3357;0,1174;2,9264;0,1890;0,6199;3,1759;0,4025;0,3876;0,9298;2,3627;0,1604;1,1378;0,4909;0,0763;0,2538;0,2296;0,8886;0,9248;2,8205;5,2170;0,3237;0,5936;5,6981;183;183/A/NBP/2023;
20230922;0,1201;4,3269;2,7857;0,5533;3,2141;2,5768;3,1693;4,6069;1,1911;4,7752;5,3020;0,1171;2,9180;0,1889;0,6179;3,1706;0,4022;0,3871;0,9271;2,3554;0,1594;1,1355;0,4868;0,0762;0,2518;0,2295;0,8765;0,9231;2,8143;5,2215;0,3241;0,5925;5,7034;184;184/A/NBP/2023;
20230925;0,1196;4,3188;2,7707;0,5526;3,2031;2,5692;3,1591;4,5892;1,1764;4,7470;5,2783;0,1169;2,9071;0,1881;0,6155;3,1584;0,4013;0,3890;0,9237;2,3464;0,1589;1,1344;0,4826;0,0761;0,2504;0,2294;0,8751;0,9219;2,8044;5,1962;0,3224;0,5906;5,6721;185;185/A/NBP/2023;
20230926;0,1197;4,3485;2,7862;0,5561;3,2234;2,5914;3,1801;4,6077;1,1826;4,7657;5,2980;0,1177;2,9202;0,1891;0,6179;3,1755;0,4022;0,3928;0,9273;2,3559;0,1597;1,1388;0,4814;0,0763;0,2494;0,2298;0,8749;0,9272;2,8073;5,2263;0,3218;0,5951;5,7012;186;186/A/NBP/2023;
20230927;0,1194;4,3622;2,7836;0,5578;3,2266;2,5920;3,1846;4,6065;1,1860;4,7590;5,2997;0,1181;2,9264;0,1887;0,6178;3,1747;0,4046;0,3974;0,9264;2,3552;0,1599;1,1383;0,4825;0,0766;0,2493;0,2288;0,8747;0,9272;2,8107;5,2407;0,3226;0,5967;5,7048;187;187/A/NBP/2023;
20230928;0,1197;4,4062;2,8101;0,5629;3,2644;2,6190;3,2131;4,6340;1,1788;4,7973;5,3631;0,1193;2,9497;0,1901;0,6215;3,1981;0,4109;0,3991;0,9314;2,3693;0,1607;1,1461;0,4847;0,0772;0,2488;0,2293;0,8735;0,9359;2,8390;5,2962;0,3249;0,6033;5,7672;188;188/A/NBP/2023;
20230929;0,1198;4,3697;2,8322;0,5581;3,2487;2,6346;3,2074;4,6356;1,1850;4,8030;5,3464;0,1183;2,9310;0,1901;0,6217;3,1992;0,4117;0,4033;0,9320;2,3701;0,1593;1,1433;0,4826;0,0772;0,2508;0,2326;0,8681;0,9313;2,8274;5,2595;0,3249;0,6016;5,7679;189;189/A/NBP/2023;
20231002;0,1183;4,3634;2,7953;0,5571;3,2098;2,6101;3,1866;4,6091;1,1899;4,7869;5,3183;0,1181;2,9145;0,1887;0,6180;3,1634;0,4078;0,3981;0,9267;2,3566;0,1590;1,1396;0,4896;0,0768;0,2502;0,2297;0,8670;0,9260;2,8097;5,2460;0,3223;0,5981;5,7210;190;190/A/NBP/2023;
20231003;0,1189;4,4012;2,7827;0,5620;3,2130;2,6021;3,2058;4,6147;1,1909;4,7848;5,3195;0,1197;2,9376;0,1887;0,6187;3,1457;0,4052;0,3988;0,9276;2,3594;0,1600;1,1447;0,4844;0,0775;0,2500;0,2288;0,8692;0,9326;2,8249;5,2908;0,3239;0,5989;5,7443;191;191/A/NBP/2023;
20231004;0,1191;4,4155;2,7920;0,5639;3,2240;2,6058;3,2186;4,6303;1,1920;4,8065;5,3492;0,1206;2,9637;0,1891;0,6208;3,1736;0,4033;0,3986;0,9307;2,3674;0,1602;1,1447;0,4812;0,0779;0,2446;0,2287;0,8544;0,9332;2,8250;5,3051;0,3255;0,6009;5,7811;192;192/A/NBP/2023;
20231005;0,1182;4,3768;2,7714;0,5590;3,1753;2,5923;3,1898;4,5974;1,1860;4,7683;5,3057;0,1194;2,9372;0,1884;0,6165;3,1554;0,3966;0,3956;0,9244;2,3506;0,1587;1,1341;0,4782;0,0772;0,2423;0,2246;0,8490;0,9253;2,8030;5,2564;0,3236;0,5966;5,7343;193;193/A/NBP/2023;
20231006;0,1179;4,3608;2,7752;0,5568;3,1805;2,6002;3,1892;4,5998;1,1891;4,7768;5,3195;0,1192;2,9282;0,1882;0,6167;3,1745;0,3974;0,3957;0,9256;2,3518;0,1583;1,1283;0,4769;0,0770;0,2397;0,2248;0,8440;0,9246;2,7936;5,2398;0,3234;0,5969;5,7251;194;194/A/NBP/2023;
20231009;0,1171;4,3439;2,7625;0,5547;3,1797;2,5949;3,1719;4,5793;1,1795;4,7704;5,2897;0,1188;2,9127;0,1873;0,6141;3,1560;0,3984;0,3941;0,9216;2,3413;0,1566;1,1082;0,4704;0,0763;0,2376;0,2242;0,8439;0,9176;2,7686;5,2193;0,3215;0,5958;5,6883;195;195/A/NBP/2023;
20231010;0,1167;4,2985;2,7597;0,5497;3,1639;2,5881;3,1495;4,5581;1,1751;4,7537;5,2747;0,1177;2,8881;0,1855;0,6113;3,1284;0,3972;0,3937;0,9183;2,3305;0,1550;1,0879;0,4677;0,0756;0,2364;0,2240;0,8368;0,9091;2,7318;5,1662;0,3193;0,5894;5,6620;196;196/A/NBP/2023;
20231011;0,1170;4,2589;2,7355;0,5447;3,1329;2,5651;3,1246;4,5183;1,1685;4,7174;5,2304;0,1169;2,8649;0,1840;0,6060;3,0884;0,3944;0,3911;0,9100;2,3101;0,1536;1,0802;0,4591;0,0750;0,2382;0,2252;0,8430;0,9017;2,7140;5,1211;0,3179;0,5833;5,6109;197;197/A/NBP/2023;
20231012;0,1178;4,2659;2,7357;0,5453;3,1383;2,5606;3,1313;4,5329;1,1739;4,7398;5,2452;0,1172;2,8612;0,1847;0,6079;3,0941;0,3928;0,3921;0,9132;2,3176;0,1537;1,0780;0,4609;0,0753;0,2401;0,2267;0,8447;0,9044;2,7188;5,1289;0,3191;0,5844;5,6207;198;198/A/NBP/2023;
20231013;0,1183;4,3033;2,7206;0,5501;3,1483;2,5454;3,1448;4,5417;1,1732;4,7470;5,2563;0,1183;2,8746;0,1843;0,6090;3,1001;0,3935;0,3934;0,9147;2,3221;0,1548;1,0837;0,4586;0,0758;0,2400;0,2266;0,8526;0,9100;2,7440;5,1698;0,3188;0,5890;5,6257;199;199/A/NBP/2023;
20231016;0,1169;4,2505;2,6892;0,5436;3,1150;2,5159;3,1038;4,4804;1,1580;4,7085;5,1683;0,1170;2,8432;0,1814;0,6007;3,0625;0,3890;0,3880;0,9023;2,2908;0,1525;1,0661;0,4519;0,0748;0,2370;0,2249;0,8364;0,8975;2,7038;5,1055;0,3137;0,5812;5,5767;200;200/A/NBP/2023;
20231017;0,1157;4,2131;2,6730;0,5386;3,0880;2,4787;3,0734;4,4389;1,1509;4,6676;5,1222;0,1157;2,8150;0,1799;0,5949;3,0341;0,3839;0,3843;0,8936;2,2696;0,1511;1,0478;0,4447;0,0742;0,2345;0,2238;0,8361;0,8896;2,6809;5,0604;0,3111;0,5759;5,5195;201;201/A/NBP/2023;
20231018;0,1159;4,2035;2,6828;0,5371;3,0836;2,4810;3,0715;4,4488;1,1602;4,6753;5,1283;0,1151;2,8066;0,1805;0,5963;3,0367;0,3835;0,3851;0,8950;2,2746;0,1501;1,0452;0,4487;0,0741;0,2338;0,2241;0,8343;0,8863;2,6723;5,0498;0,3114;0,5748;5,5188;202;202/A/NBP/2023;
20231019;0,1159;4,2264;2,6644;0,5400;3,0768;2,4598;3,0751;4,4529;1,1571;4,6989;5,1171;0,1154;2,8206;0,1803;0,5968;3,0437;0,3808;0,3823;0,8956;2,2767;0,1511;1,0484;0,4482;0,0743;0,2302;0,2208;0,8353;0,8868;2,6724;5,0751;0,3109;0,5775;5,5262;203;203/A/NBP/2023;
20231020;0,1155;4,2194;2,6637;0,5395;3,0815;2,4611;3,0745;4,4675;1,1640;4,7328;5,1159;0,1154;2,8139;0,1810;0,5986;3,0537;0,3827;0,3843;0,8982;2,2842;0,1506;1,0414;0,4489;0,0743;0,2305;0,2212;0,8331;0,8851;2,6579;5,0762;0,3122;0,5767;5,5442;204;204/A/NBP/2023;
20231023;0,1153;4,2022;2,6501;0,5369;3,0646;2,4438;3,0618;4,4552;1,1677;4,7083;5,1103;0,1149;2,8025;0,1807;0,5970;3,0328;0,3783;0,3816;0,8960;2,2779;0,1498;1,0348;0,4449;0,0740;0,2301;0,2202;0,8350;0,8777;2,6371;5,0533;0,3109;0,5743;5,5168;205;205/A/NBP/2023;
20231024;0,1159;4,1884;2,6660;0,5354;3,0594;2,4534;3,0664;4,4604;1,1702;4,6974;5,1366;0,1144;2,8010;0,1811;0,5976;3,0322;0,3774;0,3811;0,8977;2,2805;0,1492;1,0331;0,4495;0,0737;0,2312;0,2204;0,8352;0,8753;2,6424;5,0441;0,3120;0,5729;5,5247;206;206/A/NBP/2023;
20231025;0,1169;4,2284;2,6863;0,5405;3,0727;2,4696;3,0892;4,4758;1,1625;4,7236;5,1328;0,1158;2,8206;0,1814;0,5996;3,0427;0,3780;0,3791;0,9019;2,2884;0,1504;1,0408;0,4564;0,0744;0,2314;0,2209;0,8469;0,8848;2,6644;5,0845;0,3133;0,5779;5,5315;207;207/A/NBP/2023;
20231026;0,1169;4,2395;2,6750;0,5421;3,0732;2,4608;3,0908;4,4708;1,1655;4,7123;5,1209;0,1161;2,8187;0,1807;0,5990;3,0311;0,3779;0,3791;0,9008;2,2859;0,1506;1,0409;0,4593;0,0744;0,2312;0,2213;0,8486;0,8856;2,6630;5,0960;0,3122;0,5792;5,5430;208;208/A/NBP/2023;
20231027;0,1167;4,2267;2,6842;0,5405;3,0624;2,4625;3,0862;4,4642;1,1647;4,6935;5,1266;0,1160;2,8164;0,1811;0,5982;3,0266;0,3783;0,3787;0,8986;2,2825;0,1499;1,0365;0,4527;0,0742;0,2337;0,2237;0,8476;0,8846;2,6516;5,0786;0,3119;0,5776;5,5449;209;209/A/NBP/2023;
20231030;0,1169;4,2040;2,6778;0,5375;3,0368;2,4534;3,0774;4,4491;1,1630;4,6546;5,0987;0,1156;2,8097;0,1807;0,5961;3,0245;0,3771;0,3769;0,8965;2,2748;0,1490;1,0367;0,4630;0,0739;0,2334;0,2240;0,8384;0,8827;2,6457;5,0515;0,3119;0,5745;5,5304;210;210/A/NBP/2023;
20231031;0,1160;4,1684;2,6552;0,5328;3,0172;2,4392;3,0543;4,4475;1,1628;4,6227;5,0823;0,1149;2,7665;0,1812;0,5958;3,0235;0,3749;0,3760;0,8955;2,2739;0,1474;1,0370;0,4594;0,0734;0,2316;0,2222;0,8258;0,8749;2,6241;5,0077;0,3092;0,5697;5,5010;211;211/A/NBP/2023;
20231102;0,1168;4,1963;2,7035;0,5363;3,0392;2,4779;3,0754;4,4582;1,1659;4,6466;5,1135;0,1157;2,7920;0,1809;0,5974;3,0184;0,3766;0,3775;0,8971;2,2794;0,1477;1,0529;0,4684;0,0738;0,2374;0,2282;0,8470;0,8832;2,6467;5,0414;0,3139;0,5734;5,5388;212;212/A/NBP/2023;
20231103;0,1172;4,1857;2,6963;0,5348;3,0455;2,4772;3,0741;4,4569;1,1691;4,6293;5,1123;0,1157;2,7848;0,1822;0,5973;3,0053;0,3754;0,3786;0,8967;2,2788;0,1474;1,0511;0,4711;0,0746;0,2391;0,2271;0,8447;0,8850;2,6609;5,0266;0,3173;0,5720;5,4927;213;213/A/NBP/2023;
20231106;0,1169;4,1512;2,7012;0,5308;3,0430;2,4850;3,0760;4,4615;1,1754;4,6322;5,1471;0,1152;2,7733;0,1829;0,5981;2,9883;0,3766;0,3817;0,8980;2,2811;0,1461;1,0644;0,4740;0,0742;0,2377;0,2279;0,8470;0,8953;2,6717;4,9888;0,3204;0,5710;5,4806;214;214/A/NBP/2023;
20231107;0,1171;4,1667;2,6755;0,5328;3,0303;2,4660;3,0746;4,4513;1,1759;4,6283;5,1259;0,1156;2,7698;0,1810;0,5968;2,9577;0,3732;0,3802;0,8957;2,2759;0,1462;1,0741;0,4718;0,0742;0,2373;0,2268;0,8536;0,8919;2,6658;5,0042;0,3180;0,5719;5,4761;215;215/A/NBP/2023;
20231108;0,1174;4,1804;2,6852;0,5347;3,0320;2,4756;3,0809;4,4584;1,1785;4,6343;5,1196;0,1159;2,7729;0,1811;0,5978;2,9624;0,3728;0,3813;0,8974;2,2795;0,1468;1,0850;0,4722;0,0746;0,2383;0,2257;0,8579;0,8926;2,6712;5,0207;0,3183;0,5742;5,4938;216;216/A/NBP/2023;
20231109;0,1167;4,1513;2,6595;0,5317;3,0105;2,4628;3,0595;4,4413;1,1718;4,6100;5,1061;0,1152;2,7487;0,1805;0,5955;2,9471;0,3714;0,3817;0,8939;2,2708;0,1457;1,0772;0,4609;0,0743;0,2365;0,2234;0,8454;0,8847;2,6519;4,9852;0,3162;0,5698;5,4796;217;217/A/NBP/2023;
20231110;0,1154;4,1423;2,6337;0,5303;3,0000;2,4402;3,0459;4,4227;1,1735;4,5905;5,0609;0,1148;2,7351;0,1806;0,5930;2,9231;0,3718;0,3796;0,8901;2,2613;0,1454;1,0690;0,4516;0,0741;0,2329;0,2213;0,8395;0,8798;2,6392;4,9697;0,3139;0,5681;5,4461;218;218/A/NBP/2023;
20231113;0,1152;4,1474;2,6444;0,5310;3,0038;2,4411;3,0497;4,4336;1,1765;4,5975;5,0783;0,1147;2,7327;0,1802;0,5944;2,8959;0,3727;0,3809;0,8920;2,2668;0,1452;1,0729;0,4542;0,0740;0,2344;0,2217;0,8462;0,8809;2,6417;4,9786;0,3136;0,5689;5,4589;219;219/A/NBP/2023;
20231114;0,1143;4,1210;2,6279;0,5279;2,9822;2,4233;3,0302;4,4163;1,1716;4,5720;5,0683;0,1134;2,7166;0,1799;0,5921;2,8771;0,3712;0,3799;0,8881;2,2580;0,1440;1,0757;0,4462;0,0736;0,2349;0,2204;0,8397;0,8733;2,6258;4,9547;0,3104;0,5655;5,4469;220;220/A/NBP/2023;
20231115;0,1141;4,0453;2,6321;0,5181;2,9533;2,4421;2,9987;4,3900;1,1653;4,5495;5,0416;0,1115;2,6897;0,1791;0,5886;2,8451;0,3728;0,3827;0,8832;2,2445;0,1412;1,0707;0,4536;0,0726;0,2337;0,2222;0,8314;0,8658;2,6040;4,8657;0,3106;0,5581;5,3932;221;221/A/NBP/2023;
20231116;0,1140;4,0415;2,6256;0,5178;2,9506;2,4243;2,9969;4,3854;1,1652;4,5452;5,0119;0,1114;2,6714;0,1793;0,5879;2,8607;0,3738;0,3828;0,8824;2,2422;0,1410;1,0692;0,4552;0,0725;0,2341;0,2218;0,8311;0,8620;2,5999;4,8548;0,3132;0,5576;5,3520;222;222/A/NBP/2023;
20231117;0,1149;4,0327;2,6162;0,5171;2,9343;2,4083;2,9970;4,3767;1,1604;4,5427;5,0048;0,1116;2,6953;0,1790;0,5868;2,8550;0,3693;0,3816;0,8806;2,2377;0,1404;1,0819;0,4562;0,0726;0,2345;0,2196;0,8292;0,8617;2,6030;4,8428;0,3117;0,5573;5,3436;223;223/A/NBP/2023;
20231120;0,1138;3,9938;2,6211;0,5124;2,9152;2,4128;2,9819;4,3680;1,1522;4,5248;4,9960;0,1107;2,6948;0,1782;0,5858;2,8680;0,3720;0,3815;0,8787;2,2333;0,1390;1,0726;0,4495;0,0721;0,2328;0,2175;0,8140;0,8557;2,5859;4,7915;0,3097;0,5575;5,3312;224;224/A/NBP/2023;
